76.3,13.4,,,,,,,,,,,,,,,,,,,,,,,
52.5,16.6,,,,,,,,,,,,,,,,,,,,,,,
53.5,16.5,,,,,,,,,,,,,,,,,,,,,,,
62.1,24.8,,,,,,,,,,,,,,,,,,,,,,,
22.5,27.4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
44.9,23.8,,,,,,,,,,,,,,,,,,,,,,,
36.5,22,,,,,,,,,,,,,,,,,,,,,,,
54.9,14.5,,,,,,,,,,,,,,,,,,,,,,,
43.5,23.1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
26.9,22,,,,,,,,,,,,,,,,,,,,,,,
40.1,25.3,,,,,,,,,,,,,,,,,,,,,,,
21.4,26.3,,,,,,,,,,,,,,,,,,,,,,,
50.8,23.6,,,,,,,,,,,,,,,,,,,,,,,
45.5,20.7,,,,,,,,,,,,,,,,,,,,,,,
60.1,22.4,,,,,,,,,,,,,,,,,,,,,,,
29.4,20.9,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,95,7.6,,,,,,,,,,,,,,,,,
35.2,26.5,,,,,,,,,,,,,,,,,,,,,,,
49.2,16,,,,,,,,,,,,,,,,,,,,,,,
31.3,15.4,,,,,,,,,,,,,,,,,,,,,,,
41.7,11.7,,,,,,,,,,,,,,,,,,,,,,,
25.6,26,,,,,,,,,,,,,,,,,,,,,,,
32.6,15.4,,,,,,,,,,,,,,,,,,,,,,,
58.1,12.5,,,,,,,,,,,,,,,,,,,,,,,
30.5,18.5,,,,,,,,,,,,,,,,,,,,,,,
60.1,11.8,,,,,,,,,,,,,,,,,,,,,,,
42.3,13,,,,,,,,,,,,,,,,,,,,,,,
46.2,12.5,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,60,9.3,,,,,,,,,,,,,,,,,
42.1,16.1,,,,,,,,,,,,,,,,,,,,,,,
42.1,24,,,,,,,,,,,,,,,,,,,,,,,
56.9,24.7,,,,,,,,,,,,,,,,,,,,,,,
34.7,24.2,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,40,7.6,,,,,,,,,,,,,,,,,
25.4,18.6,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,20,11.8,,,,,,,,,,,,,,,,,
,,,,,,57,8.2,,,,,,,,,,,,,,,,,
18.1,29.6,,,,,,,,,,,,,,,,,,,,,,,
43.7,11.9,,,,,,,,,,,,,,,,,,,,,,,
48,9.3,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,39,12.7,,,,,,,,,,,,,,,,,
9.3,28.6,,,,,,,,,,,,,,,,,,,,,,,
17.1,27.6,,,,,,,,,,,,,,,,,,,,,,,
41.6,10.5,,,,,,,,,,,,,,,,,,,,,,,
41,13,,,,,,,,,,,,,,,,,,,,,,,
